date,text
"April 8, 1864","Head Quarters Dept. of Va. & N. C., Fort Monroe, April 8th, 1864
Lt. Gen. Grant, Commanding Armies of the U. S.
General: Wincoop's Regiment of Cavalry, stationed at Harrisburg I understand, commanded by a very excellent officer, is now full, and I respectfully ask that it may be ordered to this Department. I also desire that you will order me a first class. Brig. General for a Cavalry Officer. I have none in my Department, and referring to my conversation with you as to a Cavalry movement, you will see the necessity. I ask that Lt. Col. Bowen, A. A. General, now with the 9th Army Corps, be ordered to report to me for duty with General Smith, provided General Burnside offers no objection. I am afraid that there may be some hitch in transportation in view of that which has been sent to General Gilmore, and the delay getting off from New York, and also because the sea-going vessels drawing 15 feet will be hardly able to ascend the bars of York River and the Pamunky with 9 ft. of water, but will endeavor to do everything I may to remedy the evil. I beg leave to call your attention to the substance of a telegram forwarded you today with regard to the detail of Col. Hiram Burnham to take charge of a Brigade, and also beg leave to refer to Generals Hazen and Neal. General Brooks has been ordered to report here, but has not yet done so, and in view of what has taken place probably will not do so. For this reason I press the applications for Generals Hazen and Neal. If General Brooks should be confirmed as Major General, he would rank General Smith, which I suppose was not your intention, but I understand that his name has been withdrawn. I have the honor to be,
Very Respectfully, Your obedient Servant,
Benjamin F. Butler, Major General Commanding"
"April 8, 1864","April 8, 1864
Lieut. Gen'l Grant, Comdg. Armies of the U. S.
Washington, D. C.
Please order Col. Hiram Burnham, 6th Maine, whose name is now before the Senate for appointment as a Brigadier, to me to take a Brigade, & also Gen'ls. Hazen & Neal if possible.
Benj. F. Butler, Maj. Gen'l. Comdg."
"April 8, 1864","Culpepper Court-House, Va., April 8, 1864
Major-General Halleck
It is the intention to operate up the James River as far as City Point, and all the co-operation the navy can give, we want. Two of the iron-clads are wanted as soon as they can be got.
U. S. Grant, Lieutenant-General Commanding"
"April 8, 1864","Cipher. By Telegraph from Culpepper, April 8, 1864
Maj. Gen. B. F. Butler, Comd'g.
General W. H. T. Brooks, a reliable Division Commander, has been ordered to you. Hazen nor Neal can be spared from where they are without injury to the service. I will find out if Colonel Burnham can go, and if so, send him.
U. S. Grant, Lt. Gen'l."
"April 9, 1864","Washington, April 9th, 1864
My dear Sir: I am this instant in receipt of your letter, for which I thank you. I certainly hope that the steamer from which so many lives were saved from destruction by wreck may have been that spoken by the ""Fulton,"" but we fear it is not.
Your reference to the captain's use of so large quarters on the Flag of Truce boat surprised me. I answered inquiries, ""Why there was so little room for the use of Army officers etc.,"" by explaining how the vessel was occupied -- and supposing the officers of the boat had permission to use so large portion of the comfortable parts of the boat, -- but of course little was left for our returning officers from Richmond.
I had no idea of complaining of abuses in your Department
 -- certainly I should at once, if I felt called on to complain, address you in the few instances. My knowledge of your readiness to ""rule all your affairs rightly,"" and experience of your energy, promptitude, and justice, leave me no reason to pass you by and appeal to a higher command, and Major Mulford certainly had no more room than was absolutely necessary for the transaction of the business he was expected to accomplish.
When I see you I think I can explain some facts connected with the boat it is not now important to state, and which it is probable have led to enquiries here on the part of the Department. I have certainly heard at Annapolis as well as in Washington, severe remarks on the lack of proper care for the invalid and sick returned prisoners, and I have myself taken occasion to say that I openly and fully censured the Hospital, and told Dr. Elliot I could hardly feel justified in not reporting the same to the Medical director.
If it has not been in all respects reformed, I hold myself ready to be called in evidence that it was disgracefully fithy and neglected, and that the steward was totally incompetent though he meant well perhaps. Yours Sir, with faith and good-will,
D. L. Dix"
"April 9, 1864","Hd. Qrs. Dept. Va. and N. C., Fort Monroe, April 9th, 1864
Hon. E. M. Stanton, Secretary of War
Sir: Upon the last Flag of Truce boat which carried up Confederate Prisoners in our hands, I sent up from Point Lookout some four hundred odd prisoners, being the wounded and sick Confederates who were sufficiently convalescent to bear the voyage.
Upon the return of the boat, I was informed by Major Mulford that the Confederate Agent of Exchange would meet me on the James River on Wednesday the -- March. Accordingly I received notice from Admiral Lee, late in the evening of that day, that a Flag of Truce boat was seeking communication at the outer picket line of the blockading fleet, at the mouth of the James River.
The same messenger brought a communication from Robert Ould, Esq., Agent of Exchange of the authorities of the belligerents at Richmond, directed to Major General Butler, Agent for the Exchange of Prisoners on behalf of the United States, signed with the official Signature of ""Robert Ould,
Agent of Exchange Confederate States,"" informing me that he was then on board of the Confederate States Steamer ""Roanoke,"" and desired an interview upon the subject of exchange.
Deeming this to be an official recognition of the Commissioner of Exchange of the United States, on behalf of the belligerent authorities at Richmond, and an abnegation of the letter to General Hitchcock, Commissioner of Exchange of the date, Dec. 27th, 1863, refusing to treat with myself as Commissioner of Exchange on the part of the United States, I sent Major Mulford with a steamer to officially inform Mr. Ould that I would confer with him as proposed, and suggested as a matter of comfort to both parties that he should meet me with his assistant at Fortress Monroe. Owing to the darkness, and storminess of the weather, he was not able to come down the river until the following day.
Upon meeting, Mr. Ould informed me that most of the soldiers of the United States in the hands of his authorities had been sent to Americus, Ga., for the convenience of furnishing them with food, and for the purpose of relieving us from the temptations of continual movements upon Richmond for the purpose of their liberation, and that in further exchange he would desire to have these prisoners delivered to us at Fort Pulaski, in Savannah River, and urged as a reason that it was more desirable to have them come by sea than to suffer the discomforts of a ride of many hundred miles by railroad. From motives of tenderness to the prisoners, and to prevent their being broken down by the journey, I assented that in case the exchange went forward our Government would receive those prisoners at that point, although the expenditure would be much heavier than at City Point; but leaving that question as well as the other, whether the prisoners held by us in the West might not be delivered somewhere on the Mississippi River, and thus save an expensive land transportation, to be adjusted by future conference, after other questions of more moment were settled.
We then proceeded to discuss the points of difference which had arisen in the matter of Exchange, and the points reduced themselves to a few, which for more convenience for reference were put in a memorandum, a copy of which is herewith enclosed. I confess that, excepting the first point, as to persons of color, which I beg leave to discuss last, I can see no reason why an agreement upon all points of differences cannot be arrived at, upon just and equitable terms.
In regard to the paroles, the Confederate Commissioner claims nothing, so far as I can see, which he is not willing to concede to us, acting under the cartel and our General Orders, with the exception that I believe on both sides it should be yielded that as well before as subsequently to Order No. 207, of July 3rd, 1863, that paroles should not be accepted by either belligerents, of officers or soldiers, who were not so far in the power of the captor as to be taken to a place of safety, and I believe this proposition will be agreed to by the Confederate Commissioner, although for paroles given prior to July 3rd I was at a loss to answer the fact claimed, which I supposed to be the fact, that paroles of prisoners taken on raids had been insisted upon on the behalf of the United States, as in the case of Kilpatrick's first expedition to Richmond, and had been allowed and counted by the Confederate authorities. But I have still no doubt that that matter can be easily adjusted.
The next question of difference that presented itself in discussing what paroles should be allowed, was the necessity of defining what is the meaning of the words ""Commanders of two opposing Armies in the Field,"" as used in the Order No. 207. And this was further complicated with the question when that Order should be considered as taking effect. Whether at its date, July 3rd, 1863, or on the date of its being notified to the Confederate Commissioner of Exchange, July 8th, or at some other period. The practical result of the difference of opinion upon this question would be this: [if] the ""Commanding Officer of an Army in the Field,"" should only mean an officer actually commanding a Military Department, or an Expeditionary Corps, in a given section of country, and the Order should be held to take effect July 3rd, the day of its date, then the Confederate Commissioner claims that the paroles at Vicksburg were invalid, under Order No. 207, which took effect July 3rd, as the surrender was July 4th by General Pemberton, who was not ""Commander of the Army in the Field,"" the Commander of the Dept. being General Johnson, who was then within a few miles, and the immediate superior of Genl. Pemberton, who was not negotiated with in the act of capitulation at Vicksburg. Or if it should be held that Order No. 207 took effect on the 8th of July, the date of its notification to the Confederate Commissioner, then the paroles at Port Hudson would be invalid, because that surrendered on the 9th of July by Colonel Gardner, an inferior officer of the Confederate States Army, in command of a fortified
post simply, who would in no ordinary sense be deemed to be a ""Commander of an Army in the Field,"" he in fact being at that time under the command of General Johnson.
And it was further claimed that upon this point Gen. Banks had himself given a construction as to what was meant by a ""Commander of an Army in the Field,"" by refusing to recognize the paroles of the Colonel commanding New Liberia, who, being a subordinate of Gen. Banks, surrendered to Gen. Dick Taylor, commanding Confederate Forces, and negotiated paroles of himself and men without the consent of his immediate superior, Genl. Banks, who was at that time further distant with the remainder of his Army from New Liberia, where the surrender was effected, than was General Johnson from Port Hudson at the time Col. Gardner, the Commander there, negotiated the surrender of that fortified place, with General Banks. There might be no other cases cited on the side of the United States, but these claims of the Confederate Commissioner will sufficiently illustrate the importance of the question, and the necessity of agreeing, in case the exchange goes on, upon some principle which shall obviate the difficulty, and therefore the definition was suggested which appears upon the point discussed, to wit: That in addition to the general meaning, it ought to include a Commander of a besieging force and the Commander of the fortified place besieged. Also to Commanders of detached forces, acting for the time independently of Head Quarters, either by order, or because of the necessities of warlike operations, where it is in the power of the captor to hold and bring his prisoners.
And it was further suggested that to cover all the cases [sufficiently], both on the one side and on the other, as to the time General Order 207 should take effect, that it should be held to take effect within a reasonable time after its promulgation for the Order to have reached the Commanding Officer giving the parole, which time should be judged of according to the distance from Washington. And I think upon both these points an agreement upon the bases here suggested may be arrived at, so as to settle without further debate the capitulations of both Vicksburg and Port Hudson, and others standing in like cases. In order to prevent any temptation for the capturing party to take along the sick and wounded of the other party, who are not able to be moved, another modification of General Order No. 207 was suggested, to wit: that when the captured party is disabled or wounded,
so that his transportation would endanger life or limb, then his own parole should be respected if he is released.
To prevent the complications which now arise by the unauthorized, sporadic, and ill-judged acts of some officers holding commands in the Rebel forces, I suggested another addition to the cartel which is found as the last point of discussion, to wit: in all cases of condemnation to death, imprisonment at hard labor, or confinement in irons, except upon sentence of death, of any person in the Military or Naval Service of either belligerent, before execution of the sentence the copy of the records of the trial and conviction shall be submitted to the Agent of Exchange of the accused party, and unless a communication of an order of retaliation within fifteen days thereafter be made to the Agent of Exchange furnishing the records, no retaliation for such execution or for such other punishment shall be claimed or executed by the other party.
By this the continual necessity for retaliation [which] because of unauthorized acts of individual officers, and the cruel treatment of prisoners by confinement in irons causelessly or without hearing, might call for retaliation on the other side, can be prevented so that the Confederate authorities and the Government of the United States can both assume the responsibility of any act of this sort before it is committed, and not be called upon after the act is done to either assume, disapprove, or retaliate it.
If all the points of this discussion in the memoranda could be fully settled, and the principle upon which paroles should be allowed on the one side and on the other could be adjusted and faithfully acted upon, I do not see why the exchange under the cartel ought not to go on. The cartel was a very hard bargain against us, but still it is our compact, and I suppose it is to be stood by; the details of these paroles I have no doubt all can be perfectly and satisfactorily settled upon the principle I have suggested, none being claimed or allowed on either side except where officers and soldiers of known and recognized military organizations shall have been captured, provided always that citizens may be paroled and changed for citizens. The question of paroles becomes of less consequence to settle in detail, because after allowing all the paroles of the Confederates claimed by them as now existing on their behalf, and allowing the ten thousand paroled at Vicksburg declared exchanged, which the Confederate Commissioner claims he had a right to declare exchanged under
the cartel to meet an equal number of prisoners actually delivered to us at City Point, which we have a right to declare exchanged, there will then remain a balance of paroles in favor of the United States of some twenty-five thousand men; the Confederate Commissioner claiming to have now in his hands only sixteen thousand paroles.
I would suggest, therefore, that, passing the first question which I now desire to bring to your notice, I have authority to settle and determine all these questions of paroles upon the basis suggested in the ""Points of Discussion"" and in this note, because I think it important to get these questions out of discussion and out of difficulty and settled between the Confederate Authorities and the United States, in order that the only question which shall prevent a full and just carrying out of the cartel shall be the very important one which stands at the head of these Points of Discussion. Because while I do not believe that the good sense of the Country, the justice of the Government, or humanity towards our suffering brother-soldiers in the Confederate prisons, will permit us for a moment to break off the cartel upon any difference arising from any of these questions about paroles, numbers, and details of paroled men, which can be settled upon the basis adjusted in this note, yet I do believe that the dignity of the Government, its right to its self-respect and the respect of other Nations, require us to hold with a hand rigid as iron the point of discussion first presented, and that we shall be justified not only by the judgment of the civilized world, but by the self-respect of our Government and by the consent of all good men, and even by those of our sons and brothers who may suffer in prison because of the stand we take, as well as by our own consciences in refusing for a moment to permit those black men whom we have made free, uniformed and armed, and put in our service, when captured to be treated as slaves.
And I desire therefore that this point of difference between the United States Government and the Confederate authorities shall stand out alone, full justification, if not yielded by them, for setting aside the cartel, because of a gross violation of it by the Confederate authorities. It will be remembered that by the Declaration and Proclamation of Jefferson Davis, of December 23rd, 1862, that all officers commanding colored troops were to be delivered over to the Governors of States to be punished under their laws for inciting negro insurrections, which is a paraphrase for punishment [by] ignominious
death, and that the colored soldiers so commanded were not to be treated as prisoners of war, but were to be turned over to their masters to hard labor as slaves, and that this was substantially the recommendation of Mr. Davis's message to the Confederate Congress, and that an Act was passed substantially in accordance with this recommendation. Now, while it may be conceded as a usage of civilized warfare, that prisoners of war necessarily supported by the capturing Government may be employed by that Government to labor upon public work, yet it has never been, among nations making professions of Christianity, held that captives of war, either by land or sea, could be made slaves. And it will also be remembered that the United States Government went to war with Tripoli and other Barbary powers, in 1804, to force them at the cannon's mouth to repudiate this doctrine. It will be seen that the Confederate Commissioner, however, has so far modified his claim that officers in command of colored troops and free negroes, although both may be serving in company with slaves as soldiers in the Army of the United States, are to be treated as prisoners of war, so that the question of difference between us now is not one of color, because it is admitted now that free black men of the loyal states are to be treated as prisoners of war. But the claim is that every person of color who ever was a slave in the thirteen Confederate States shall not be treated as prisoners of war, but when captured are to be deemed to be slaves, and may be turned over to their masters as such by the Confederate Government.
Now, as the United States Government has by the Proclamation of the President, and by the law of Congress, emancipated all slaves that have sought refuge within the lines of the Union Army, declared that they shall not be returned to their masters, and as men heretofore slaves when duly enrolled in the United States Army must be deemed and taken to be within the Union lines, therefore we have no slaves in our Army, and the question is whether we shall permit the belligerents opposed to us to make slaves of the free men that they capture in our uniform, simply because of their color; because upon no ground of national law, so far as I am advised, can it be claimed for a moment that to any slave from any State when found within our lines any right of property can attach in behalf of his former master; because treating the slaves as property only, his capture by us from a belligerent would give the captor the right of property, the jus disposendi,, and
we have exercised that right by disposition of making him free.
But suppose we had not done so, recapture on land by the Confederate forces, treating them as representatives of a Government, would make the slave as an article of property the property of the Government that captured him, and would by no means replace the title in the former owner.
To use an illustration which has occurred to my mind. Suppose on land we captured from the Rebels a horse, belonging to ""A,"" that here disposed of by our Government is taken into the Government service, and is afterwards recaptured by the Confederate forces, -- would there be any doubt that the property in the animal would have been divested from the original owner ""A"" by the first capture, and come to the United States and given to the Confederate Government by the second capture.
Further to permit this would be a violation of the laws of some of these very Confederate States. Virginia has emancipated her slaves by provisions which no one can doubt must be held, according to every usage, to be operative within the lines of the United States Army. Many slaves are thus made free who are now in our Army, and we cannot of course suffer them to be enslaved by the fact of the capture by the Rebels.
I understand this right to thus dispose of black soldiers in arms to be made a sine qua non by the Confederates, and therefore I take leave to suggest that I may be instructed to settle with the Confederate Commissioner upon further conference with him all points of difference except this, and to declare exchanged numbers equal in either side heretofore delivered and paroled, so that this point may be left standing out sharply alone, and in regard to it, to insist that the cartel applies, as it does apply, to these colored prisoners of war, and that no further exchange can go on by the delivery of prisoners captured until this point is yielded, with the purpose, but not with the threat of exact retaliation, in exact kind and measure upon their men, of the treatment received by ours.
Awaiting instructions, I have the honor to be very respectfully,
Your obt. servt., B. F. Butler, Maj. Gen. Comdg."
"April 9, 1864","Flag-Ship North Atlantic Blockading Squadron,
Off Newport News, Va., April 9, 1864
Maj. Gen. B. F. Butler, Comdg. Department of Virginia and North Carolina
General: The vicinity of Smithfield and Chuckatuck are known to be infested by guerillas, who are reported to have boats concealed up those creeks and their tributaries. You are aware that the rebels have an organized system of boat expeditions all along the coast, operating at one time from creeks in Matthews and Gloucester Counties against the Eastern Shore counties, Cape Charles lighthouse, &c.; at another time against the gunboat ""Underwriter"" at Newbern, and now against this ship here. In all these cases they harbor in the vicinity of their operations. This was explained by your prisoner, Acting Master Webb, of the rebel Navy, captured while thus engaged in the Neck counties near Yorktown, where, as in the vicinity of Smithfield, &c., the small creeks are numerous and not accessible to our gunboats.
I respectfully suggest that you send at once a sufficient force to capture these rebels and destroy their boats on the upper creeks, and to co-operate with a naval force to prevent
their escape by the river, which I will send as soon as you are ready. I have the honor to be, general, very respectfully yours,
S. P. Lee
Acting Rear-Admiral, Comdg. N. A. B. Squadron
War Rec., No. 1, p. 834."
"April 9, 1864","Head Quarters Dept. of Virginia and North Carolina,
Fort Monroe, Va., April 9th, 1864
Hon. Edwin M. Stanton, Secretary of War
Sir: I have the honor to report upon the case of the Rev. Geo. D. Armstrong, upon the complaint made to the Hon. the Secretary of State from Anna Silliman, a sister of said Armstrong, who claims some favor from the Secretary of State on the ground that she visited at the same house he did in 1819.
Without stopping to remark upon the issue of misrepresentations and falsehoods contained in the letter concerning my action, or the idea of the applicant upon what constitutes neutrality, or stopping to inquire what may be her definition of a ""good union neutral,"" I take leave to at once proceed to the facts.
The Rev. Dr. Armstrong having signalized himself some years ago by a book containing an ardent defence of the Christian authority upon which human slavery was established, and having proved conclusively to those whose interests it was to believe that God had ordained that certain men should labor forever for certain others without compensation, did more probably to bring about this war than all his preaching had ever done good. Remaining in Portsmouth after its evacuation by the rebels, I find his house, his society, and his influence more prejudicial to the interests of the United States than would have been a company of rebel cavalry in the same situation. I was somewhat surprised to hear that he took the Oath of Allegiance upon the publication of General Order 49 in December last, but learning that there was a meeting held by some of the leading secessionists and rebels of Norfolk and Portsmouth, in which it was concluded that the oath could be taken to save their property, and they remain in the same vein and heart toward the United States as before the taking of the Oath, the matter was explained.
The next information I had of him was that he not only refused to pray for the President of the United States in his
church but was preventing those that would, saying that ""there were two parties to please here.""
The next thing that was brought to my knowledge of him was that in company with his father-in-law, Charles Reed, coming out of the Provost Marshal's Office, fresh from taking the Oath of Allegiance to the United States, both of them, Reed said to him that he ""should like to spit in the face of the Northern Yankees,"" a remark which would have been innocuous enough in itself, because it could not have made Armstrong more disloyal than he really was, but it so pleased him that he felt it his duty to retail the story about Portsmouth, for the purpose of encouraging others to take the oath in the same spirit; and being a clergyman his example seemed to give a sort of absolution to his flock to commit perjury by being disloyal after taking the oath as he afterwards on his examination admitted himself to be.
Believing his example to be very pernicious, and hoping to bring him to some guide to his duty as a loyal citizen, and having published an order that no man should undertake to teach the people in my Department who was not loyal, I had him examined by my staff officer (a copy of which examination has been printed more or less correctly, and make one of the enclosures to me, a correct copy of which is appended to this report). Not wishing, however, to do Mr. Armstrong any injustice, after giving him some days for repentance and thought, I sent for him and took the trouble to examine him personally upon the main and more objectionable portions of his previous examination, and therein so far from showing any contrition or any repentance of his treason, he insulted the Government of the United States and every loyal man by saying that while true it was that Charles Reed, his father-in-law, had made the declaration ""that he should like to have spit in the face of Northern Yankees,"" he pretended that he took that oath in the same spirit that he, Armstrong, did, and the only excuse for insulting language which Armstrong had caused to be circulated was not in the language of his advocate here, that he was a ""good Union neutral,"" but that it was the natural irritation of a conquered people. I had but one of two things to do, send him South as he desired to be, to preach and aid treason, or to shut him up, and believing it in my power, and knowing it to be my duty, I ordered his confinement. Now, I do not consider that I am bound to feed and house a rebel at the expense of the United States without an equivalent.
Therefore I directed that he should be put to labor, and so made my order. I respectfully submit that this is a matter of police regulation and punishment within my Department for which I am not called upon to account to any other Department of the Government, to any one save my immediate superiors, and I pray the attention of the Hon. Secretary of War that the calling for a report upon each case which takes hours to prepare, solely upon the communications of the sisters, more or less disloyal themselves, brothers, aunts, cousins, uncles, and nephews of the different men we find it necessary to punish here, within our own jurisdiction, makes a draft upon the time of the Comd'g General of this Department which renders his duties exceedingly onerous. While I am always happy to make a report of anything I have done, and only object for want of time, yet the reference of one of these complaints to me which is done in one minute at the Adjutant General's Office takes me hours to answer and prepare the necessary vouchers.
I have the honor to remain, Very respectfully,
Your obedient servant, B. F. B."
"April 9, 1864","Hd. Qrs. Dept. Va. and N. C., Fort Monroe, April 9th, 1864
Hon. E. M. Stanton, Secretary of War
Sir: The French Consul at Richmond is here about taking away his tobacco. He has called upon me for assistance, which I have furnished him and shall continue to do so. Upon examination, however, of the Convention between the two Governments, I find that five months were given in which to take away the tobacco, which expires the 23rd of this month.
By no possibility can the French Government get away their tobacco from here in that time. I desire instructions whether I shall allow them to go beyond the time, or whether some new convention has been entered into extending it. I have the honor to be very respectfully,
Your obt. servt., B. F. Butler, Maj. Gen. Comdg."
"April 9, 1864","Culpepper Court-House, Va., April 9, 1864
Maj. Gen. G. G. Meade, Commanding Army of the Potomac
. . . . Gillmore will join Butler with about ten thousand men from South Carolina. Butler can reduce his garrison so
as to take twenty-three thousand men into the field directly to his front. The force will be commanded by Maj.-Gen. W. F. Smith. With Smith and Gillmore, Butler will seize City Point and operate against Richmond from the south side of the river. His movement will be simultaneous with yours.
Lee's army will be your objective point. Wherever Lee goes, there you will go also. The only point upon which I am now in doubt is whether it will be better to cross the Rapidan above or below him. Each plan presents great advantages over the other, with corresponding objections. By crossing above, Lee is cut off from all chance of ignoring Richmond and going north on a raid; but if we take this route all we do must be done while the rations we start with hold out; we separate from Butler, so that he cannot be directed how to co-operate. By the other route, Brandy Station can be used as a base of supplies until another is secured on the York or James Rivers. . . .
Should by Lee's right flank be our route, you will want to make arrangements for having supplies of all sorts promptly forwarded to White House, on the Pamunkey. Your estimates for this contingency should be made at once. If not wanted there, there is every probability they will be wanted on the James River or elsewhere. If Lee's left is turned, large provision will have to be made for ordnance stores. I would say not much short of five hundred rounds of infantry ammunition would do. By the other, half the amount would be sufficient.
U. S. Grant, Lieutenant-General"
"April 10, 1864","Hdqrs. 18th Army Corps, Dept. of Virginia and N. C.,
Fort Monroe, April 10, 1864
Rear-Admiral S. P. Lee, Comdg. North Atlantic Blockading Squadron
Admiral: I have your note in relation to the pirates of the creeks and inlets of the James River and the means of destroying them, and am desirous of co-operating with you in that object. I have therefore sent General Graham, who is charged with the duty of making all such dispositions as you may judge necessary after conference with him, for the purpose indicated. Very respectfully yours,
Benj. F. Butler, Major-General, Commanding
Official Records, Series I, Vol. 33, Page 837."
"April 10, 1864","Fort Monroe, Va., April 10, 1864
His Excellency A. Lincoln, President United States
Shall I send a boat for yourself and party? If not, please telegraph me when you leave, or will arrive.
Benj. F. Butler
Official Records, Series I, Vol 51, Part I, p. 1156."
"April 10, 1864","April 10, 1864
Brig. Gen'l Heckman, Getty's Line
Is it possible in the state of the roads to move a Brigade from Suffolk to the Blackwater with Artillery and wagons? I want to capture a small force there.
Benj. F. Butler, Maj. Gen. Comdg."
"April 10, 1864","Headquarters, Dept. Va. and N. C., Fort Monroe, April 10th, 1864
Maj. Gen. John J. Peck, Commdg. District of No. Car.,
Newbern, N. C.
General: I am instructed by the Maj. Gen. Commdg. to instruct you to send the following batteries to this Point, viz. Battery ""K"" and ""E,"" 3rd N. Y. Artillery.
I am further instructed to direct you to use the first available transportation in sending the 3rd N. Y. Cavalry to this Point, and any surplus transportation will be used in forwarding the Batteries.
The Commdg. General directs that the utmost endeavors be used in expediting the movement, and that all officers under your command connected with this movement be instructed to forward the same with the utmost despatch.
All horses belonging to the 3rd N. Y. Cavalry will be sent, and any of the men who may be dismounted will be sent with the Regiment. I am, Sir, most respectfully,
Yr. obdt. servt.,
R. S. Davis, Major and A. A. A. Gen."
"April 10, 1864","Headquarters, Dept. Va. and N. C., Fort Monroe, April 10th 1864
David S. Creamer, U. S. Asst. Assessor, Fort Monroe
Sir: There is no obligation on the part of the Army to furnish you with an office; that matter has been settled by the Secretary of the Treasury.
There are plenty of buildings in Norfolk which you can occupy. The permission you ask cannot be granted. Very respectfully,
Your obedient servant,
B. F. Butler, Maj. Gen. Commdg."
"April 11, 1864","By Telegraph from Washington, April 11th, 1864
Major General B. F. Butler, Commanding
Mrs. L. is so unwell that I now think we will not make the contemplated trip this week. Will notify you in time. Will probably get a boat here, but will accept yours if necessary. Thanks for your kind interest in the case.
A. Lincoln"
"April 11, 1864","Headquarters, Department Va. and N. C., Fort Monroe, Apr. 11th, 1864
Lieut. Col. J. B. Kinsman, Supt. Negro Affairs
Colonel: Turn over to Mrs. Stone from Capt. Brown's lumber three thousand feet at fifteen dollars a thousand, to be used in finishing the cabin for destitute colored families in Hampton.
The Quartermaster will furnish transportation for this lumber, to a spot to be designated by her in the rear of the ""Old Episcopal Church."" I have the honor to be, very respectfully,
Yr. obdt. servt.,
B. F. Butler, Maj. General Commanding"
"April 11, 1864","Headquarters, Department of Va. and N. C., Fort Monroe, Apr. 11th, 1864
To President American News Company
Sir: Your note of the 8th of April is received. You have not been correctly informed. The privilege of selling daily and weekly newspapers not published in my Dept. has been put exclusively in the hands of one man, Mr. Bond, who pays the United States a certain tax for the privilege, and he is held responsible for the loyal character of the reading furnished the soldiers. By that means I have no difficulty in controlling the circulation of such papers as The News, The World, The Catholic Depository, Boston Courier and other treasonable sheets of a like character. Every one agrees that there ought to be regulations to regulate the sale of poisonous liquors and drugs which
kill the body. How much more ought there to be a regulation of the sale of poisonous and pernicious writings that kill the Soul.
Mr. Bond pays a portion of the profits to the Government of the United States, and keeps the prices within proper limits.
All other periodicals, such as magazines and pamphlets, are sold freely through the Department.
If you have any complaints to make of his refusal to deal justly and properly for loyal newspapers, I should be happy to receive and redress them. I have the honor to be, very respectfully,
Yr. obdt. servt., B. F. Butler, Maj. Gen. Commdg."
"April 11, 1864","Headquarters, Department Va. and N. C., Fort Monroe, Apr. 11th, 1864
Hon. Wm. P. Fessenden, U. S. Senator
Dear Sir: Anxious to have a very deserving young officer from your State, Col. Appleton, in my command, I have asked that he may be transferred, and his father, judging from the enclosed letter has made some interest with you to obtain the transfer. But by some mistake it seems that the transfer asked for has been for Col. Appleton's Regiment.
Now the Sec. of War is right. I do not need the Regiment. I need the Commanding Officer, and he needs me. We understand each other. If he were Col. of State Vols. there would be difficulty in transferring him. But being a Col. of U. S. C. S., an organization throughout the whole country, there need be no difficulty in the transfer.
If you will interest yourself enough to make another application for him I shall be obliged. It would be but justice to him to be transferred with his present rank.
It is against all rules of military correspondence to speak of more than one subject in one letter, but I suppose to supply the ripe wants of a friend we might break a custom, therefore as I am here at one corner of the world, kept in utter ignorance of all political news except what I learn through the newspapers, may I ask a word of information from you who are at the center of intelligence. I have the honor to be, very respectfully,
Yr. obdt. servt.,
B. F. Butler, Maj. Gen. Commdg."
"April 11, 1864","Springfield, Ill., April 11th, 1864
To B. F. Butler, Maj. Gen. U. S. Army
Dear Sir: Permit a stranger (personally) to you to address you, one who has long desired to do so. I was born in good old Massachusetts, God bless the dear old state, at the beginning of the present century, consequently have seen the Union involved in 3 wars. I have watched with intense interest all our prominent military men in their most important movements, and have always acted politically with the most antislavery party. Am an uncompromising Union man, none more so. Now, what I most desire to say to you is that in my opinion no military man has so faithfully and justly discharged his duties in every case as you have. I know of no Union man who does not agree with me on this point.
There is no man that I think would fill the Presidential chair to the best interests of the nation as B. F. Butler, and I know that millions agree with me, and I hope ""something will turn up"" between now and 7th of June next that will make you the successful candidate. I have no ""axe to grind,"" as I neither desire or ask any office, so I do not flatter or write you from any sinister motive. Gen. Banks' friends are proclaiming for him that New Orleans and Louisiana owe their present prosperity to him. But the foundation of their present condition was not laid by N. P. Banks, and every intelligent man knows it. My prayer is that your future may be as glorious and prosperous as your past military career has been, I should dearly like the pleasure of grasping you by the hand.
Truly and affectionately yours, Thomas J. Moore
P. S. My grandfather was a Captain in the ""Revolution""; from him, when a boy, I learned to love liberty.
P. S. I have just read your answer to the traitor schoolmarm. Also your colloquy with the Rev. Traitor, and most cordially approve your decision in both cases.
Lincoln and many others high in authority are quite too angelic for this devilish rebellion. We need more of the spirit of Andrew Jackson in our men in high places. I still hope and trust you will give both the ""he"" and ""she-devils"" of rebellion their just deserts, which are a rope, lead, or poison. I thought it might possibly cheer your heart a little to know that an old man, a stranger to you, 1500 miles away, held the views in
regard to your course that I have herein expressed. It is a satisfaction to me to write it."
"April 11, 1864","April 11, 1864
Brig. Genl 'Wistar, Yorktown
Detail a Court Martial at once, try them on the spot. Send to me for approval of the conviction by telegraph.
Catch those that are running away at all hazards. Shoot them if necessary.
Benj. F. Butler, Maj. Gen. Comdg."
"April 11, 1864","Fort Monroe, Va., April 11, 1864
Hon. E. M. Stanton, Secretary of War
I am much embarrassed with the movements of the French vessels, about getting their tobacco from Richmond. Allowing two vessels of war and sundry merchant ships to go up and down the James River for the next thirty days will as effectually inform the rebels of our movements as if I officially reported them to Seddon. Shall they go on?
B. F. Butler, Major-General
Official Records, Series I, Vol. 33, Page 843."
